product_name,quantity,price,date
cigarettes,82,123.0,2022-09-03
cigarettes,76,123.0,2021-04-01
apple,25,10.5,2023-10-11
pear,67,15.7,2023-08-17
apple,21,10.5,2021-02-20
mango,83,250.99,2021-02-17
apple,88,10.5,2023-02-05
mango,95,250.99,2022-05-08
cherry,88,25.6,2023-09-29
apple,89,10.5,2023-07-26
apple,12,10.5,2021-07-19
cigarettes,46,123.0,2021-02-28
cherry,7,25.6,2021-08-08
cigarettes,92,123.0,2021-11-15
cherry,18,25.6,2021-03-13
apple,18,10.5,2021-10-09
pear,23,15.7,2022-10-29
cigarettes,44,123.0,2021-03-06
cherry,80,25.6,2021-11-27
mango,38,250.99,2022-07-07
apple,21,10.5,2021-09-22
pear,92,15.7,2022-10-18
pear,43,15.7,2022-02-06
pear,11,15.7,2023-05-04
pear,48,15.7,2023-01-24
mango,44,250.99,2021-08-26
cherry,43,25.6,2023-01-07
cherry,39,25.6,2023-02-18
bread,21,15.4,2021-06-26
apple,1,10.5,2021-01-03
pear,91,15.7,2022-11-05
bread,25,15.4,2021-08-27
apple,7,10.5,2022-07-30
mango,45,250.99,2022-02-14
cherry,78,25.6,2021-11-20
cherry,11,25.6,2022-05-11
cherry,9,25.6,2023-07-30
apple,13,10.5,2021-05-29
pear,55,15.7,2021-01-08
bread,33,15.4,2023-10-12
pear,7,15.7,2021-06-22
bread,85,15.4,2023-01-01
apple,66,10.5,2021-07-22
cigarettes,74,123.0,2021-07-24
cigarettes,28,123.0,2021-08-12
cigarettes,53,123.0,2023-08-23
mango,6,250.99,2023-07-12
mango,78,250.99,2023-01-25
apple,81,10.5,2022-10-05
apple,80,10.5,2023-06-02
cigarettes,63,123.0,2021-03-13
cigarettes,58,123.0,2021-09-18
bread,26,15.4,2023-04-02
cherry,35,25.6,2023-07-04
pear,22,15.7,2023-03-09
pear,41,15.7,2023-09-14
bread,69,15.4,2021-11-18
bread,97,15.4,2021-09-11
pear,44,15.7,2021-02-27
bread,48,15.4,2021-06-25
bread,54,15.4,2021-07-13
apple,92,10.5,2023-03-21
pear,65,15.7,2022-01-01
cigarettes,66,123.0,2023-02-24
pear,56,15.7,2023-02-20
apple,98,10.5,2021-01-25
bread,87,15.4,2021-03-30
cigarettes,74,123.0,2021-06-03
bread,73,15.4,2021-02-13
mango,93,250.99,2023-07-03
cigarettes,35,123.0,2023-07-05
apple,66,10.5,2021-03-01
apple,55,10.5,2023-03-21
apple,50,10.5,2022-08-21
apple,31,10.5,2022-10-14
cigarettes,78,123.0,2021-08-14
pear,72,15.7,2021-05-01
mango,50,250.99,2022-06-29
bread,41,15.4,2022-09-28
pear,99,15.7,2021-04-02
apple,39,10.5,2023-08-22
mango,2,250.99,2023-05-07
apple,12,10.5,2023-02-23
mango,87,250.99,2023-03-25
apple,85,10.5,2023-11-23
apple,14,10.5,2022-06-23
apple,1,10.5,2022-02-20
bread,79,15.4,2021-06-03
cherry,74,25.6,2022-08-27
bread,91,15.4,2023-09-12
pear,19,15.7,2022-06-12
cherry,89,25.6,2023-06-28
cigarettes,25,123.0,2023-09-09
cherry,34,25.6,2021-04-10
apple,89,10.5,2023-06-29
cigarettes,57,123.0,2022-03-03
cigarettes,21,123.0,2022-02-13
cherry,21,25.6,2021-08-08
apple,76,10.5,2022-04-18
mango,28,250.99,2022-10-18
cigarettes,92,123.0,2023-10-09
cherry,78,25.6,2023-07-25
bread,9,15.4,2021-08-22
bread,47,15.4,2022-09-26
pear,89,15.7,2021-08-23
bread,1,15.4,2022-01-26
cigarettes,40,123.0,2021-10-04
mango,8,250.99,2023-04-17
cherry,14,25.6,2023-04-02
cherry,61,25.6,2023-11-24
cherry,69,25.6,2023-05-08
pear,25,15.7,2023-03-16
bread,4,15.4,2023-02-16
cherry,54,25.6,2023-03-29
apple,88,10.5,2023-04-06
apple,89,10.5,2023-02-15
cigarettes,13,123.0,2023-03-08
pear,78,15.7,2022-11-21
apple,37,10.5,2023-11-26
cigarettes,80,123.0,2023-11-12
pear,84,15.7,2021-10-10
pear,32,15.7,2023-04-15
cherry,32,25.6,2023-05-18
cherry,58,25.6,2023-11-16
bread,13,15.4,2022-01-09
cigarettes,39,123.0,2023-06-18
pear,56,15.7,2023-08-18
cherry,86,25.6,2022-06-07
apple,44,10.5,2022-04-07
mango,59,250.99,2022-06-18
apple,3,10.5,2021-09-26
apple,2,10.5,2023-01-21
apple,50,10.5,2022-06-07
pear,78,15.7,2023-09-29
bread,88,15.4,2022-07-20
mango,46,250.99,2023-10-28
mango,12,250.99,2023-09-24
mango,29,250.99,2021-02-14
mango,49,250.99,2022-09-30
pear,10,15.7,2022-09-19
cigarettes,44,123.0,2023-05-07
bread,44,15.4,2021-08-15
mango,55,250.99,2023-06-03
apple,16,10.5,2021-03-05
apple,75,10.5,2022-05-23
mango,82,250.99,2021-01-07
cigarettes,52,123.0,2023-08-25
cigarettes,29,123.0,2023-09-03
apple,83,10.5,2022-03-23
apple,52,10.5,2023-05-12
bread,24,15.4,2021-11-07
bread,29,15.4,2022-01-28
cherry,93,25.6,2021-03-29
mango,25,250.99,2022-07-08
pear,6,15.7,2021-01-12
cherry,72,25.6,2022-11-12
pear,7,15.7,2023-02-02
bread,57,15.4,2021-03-16
mango,91,250.99,2023-08-28
bread,92,15.4,2022-11-21
apple,23,10.5,2023-04-25
mango,95,250.99,2022-03-02
mango,88,250.99,2023-11-07
pear,30,15.7,2023-09-13
bread,27,15.4,2021-11-26
pear,61,15.7,2022-11-09
bread,87,15.4,2022-01-04
cigarettes,21,123.0,2021-07-30
bread,26,15.4,2023-09-27
mango,65,250.99,2022-03-07
apple,73,10.5,2022-09-04
pear,14,15.7,2022-10-20
mango,39,250.99,2022-02-25
bread,22,15.4,2022-06-18
mango,95,250.99,2022-08-18
cigarettes,25,123.0,2022-05-20
apple,97,10.5,2023-11-17
mango,28,250.99,2021-08-08
apple,23,10.5,2022-09-20
pear,24,15.7,2022-02-13
cigarettes,60,123.0,2023-03-24
pear,49,15.7,2022-09-30
bread,29,15.4,2023-05-14
mango,20,250.99,2023-02-09
mango,12,250.99,2021-07-28
mango,68,250.99,2023-02-22
cherry,57,25.6,2022-11-12
mango,76,250.99,2022-10-13
cherry,15,25.6,2022-05-20
bread,45,15.4,2023-01-05
cherry,1,25.6,2023-11-11
bread,98,15.4,2022-11-24
cigarettes,18,123.0,2022-09-06
mango,86,250.99,2021-01-14
bread,66,15.4,2021-04-13
pear,59,15.7,2021-09-26
cigarettes,65,123.0,2021-01-28
pear,14,15.7,2023-07-01
bread,9,15.4,2022-11-28
apple,40,10.5,2021-08-26
apple,33,10.5,2023-03-15
cigarettes,80,123.0,2022-03-03
mango,77,250.99,2023-02-21
cherry,17,25.6,2021-07-19
cherry,65,25.6,2022-03-21
mango,9,250.99,2023-10-30
bread,13,15.4,2022-11-06
cherry,2,25.6,2022-09-27
apple,46,10.5,2022-05-05
mango,33,250.99,2021-02-26
cigarettes,33,123.0,2021-10-25
apple,61,10.5,2022-03-27
cigarettes,22,123.0,2021-11-18
bread,92,15.4,2021-11-10
pear,93,15.7,2022-01-25
apple,51,10.5,2021-05-13
cherry,4,25.6,2023-10-10
apple,11,10.5,2023-11-03
pear,82,15.7,2023-02-24
bread,32,15.4,2023-02-19
cigarettes,10,123.0,2021-05-25
bread,45,15.4,2022-09-27
cigarettes,59,123.0,2022-05-04
cigarettes,70,123.0,2022-04-30
pear,51,15.7,2022-04-18
bread,72,15.4,2021-07-28
cigarettes,83,123.0,2023-06-14
pear,57,15.7,2023-11-24
cherry,33,25.6,2023-07-25
mango,66,250.99,2021-07-10
pear,25,15.7,2021-04-14
cigarettes,99,123.0,2021-02-27
pear,59,15.7,2021-01-25
pear,13,15.7,2022-11-22
apple,97,10.5,2023-02-08
cigarettes,49,123.0,2023-10-12
apple,63,10.5,2023-11-30
cigarettes,93,123.0,2023-06-08
mango,15,250.99,2021-10-26
mango,85,250.99,2022-11-28
mango,56,250.99,2021-11-28
pear,78,15.7,2022-02-22
cherry,62,25.6,2023-08-12
mango,37,250.99,2022-09-16
pear,74,15.7,2023-10-08
bread,54,15.4,2021-04-19
mango,5,250.99,2023-02-05
mango,23,250.99,2023-03-17
mango,69,250.99,2021-06-29
apple,48,10.5,2022-08-19
pear,19,15.7,2023-07-16
mango,58,250.99,2022-07-03
bread,58,15.4,2021-11-28
bread,3,15.4,2022-08-11
cherry,96,25.6,2021-06-03
apple,27,10.5,2021-07-26
mango,77,250.99,2022-11-15
cigarettes,62,123.0,2023-04-10
bread,61,15.4,2022-06-02
cherry,24,25.6,2021-04-03
cherry,74,25.6,2021-06-18
bread,29,15.4,2023-02-02
mango,18,250.99,2021-09-20
bread,3,15.4,2021-09-26
cigarettes,38,123.0,2021-02-02
cherry,33,25.6,2022-03-28
pear,25,15.7,2021-04-01
cigarettes,45,123.0,2022-11-14
apple,80,10.5,2023-08-18
pear,71,15.7,2022-03-03
apple,64,10.5,2021-03-01
mango,26,250.99,2022-11-09
cigarettes,16,123.0,2023-03-19
pear,99,15.7,2021-11-24
apple,46,10.5,2023-06-07
pear,82,15.7,2021-08-23
pear,15,15.7,2021-02-02
bread,19,15.4,2021-06-02
cigarettes,68,123.0,2022-06-16
mango,36,250.99,2023-03-10
pear,42,15.7,2022-02-15
pear,89,15.7,2023-06-10
cherry,47,25.6,2021-04-03
apple,86,10.5,2022-03-23
cherry,37,25.6,2023-06-15
pear,25,15.7,2021-07-04
cherry,23,25.6,2022-09-01
cherry,16,25.6,2023-11-22
cigarettes,21,123.0,2022-05-30
cherry,47,25.6,2022-01-12
mango,44,250.99,2021-07-02
pear,53,15.7,2022-11-03
cherry,29,25.6,2021-11-13
mango,45,250.99,2023-10-30
mango,54,250.99,2022-07-07
cherry,8,25.6,2021-01-08
apple,52,10.5,2022-01-02
cherry,74,25.6,2022-08-04
cigarettes,17,123.0,2023-02-12
cigarettes,29,123.0,2023-09-20
mango,29,250.99,2021-01-06
mango,1,250.99,2022-03-11
cherry,72,25.6,2022-10-04
pear,53,15.7,2022-11-23
apple,32,10.5,2023-09-01
pear,83,15.7,2023-11-21
cigarettes,23,123.0,2022-06-21
pear,68,15.7,2021-03-21
mango,84,250.99,2022-04-02
mango,33,250.99,2022-05-25
cherry,46,25.6,2022-09-12
apple,36,10.5,2023-10-18
mango,54,250.99,2023-02-09
cigarettes,6,123.0,2023-08-25
pear,90,15.7,2021-01-16
cigarettes,28,123.0,2023-06-03
bread,66,15.4,2022-01-03
cherry,60,25.6,2022-10-27
pear,71,15.7,2023-09-28
apple,24,10.5,2021-04-25
bread,96,15.4,2023-06-20
pear,91,15.7,2021-11-29
mango,3,250.99,2022-04-13
pear,83,15.7,2021-07-16
pear,15,15.7,2022-04-24
apple,6,10.5,2022-08-18
mango,64,250.99,2022-05-24
mango,11,250.99,2021-05-17
apple,20,10.5,2021-03-15
cigarettes,16,123.0,2023-02-18
cherry,91,25.6,2022-02-28
mango,63,250.99,2022-01-30
bread,32,15.4,2021-07-18
mango,12,250.99,2021-07-28
cigarettes,25,123.0,2023-11-02
apple,40,10.5,2021-04-12
pear,1,15.7,2022-05-20
bread,95,15.4,2022-08-27
cigarettes,50,123.0,2022-05-29
pear,71,15.7,2021-07-21
cigarettes,27,123.0,2023-09-22
cherry,51,25.6,2021-06-14
apple,11,10.5,2021-08-24
cherry,86,25.6,2023-08-26
cherry,2,25.6,2023-03-16
cigarettes,79,123.0,2022-11-23
apple,84,10.5,2023-02-03
apple,2,10.5,2022-10-13
bread,13,15.4,2021-07-15
mango,16,250.99,2023-03-11
cigarettes,9,123.0,2021-04-11
cigarettes,15,123.0,2021-10-03
cigarettes,4,123.0,2022-06-24
mango,87,250.99,2022-01-26
bread,95,15.4,2022-02-05
apple,74,10.5,2021-01-13
mango,21,250.99,2023-06-27
mango,96,250.99,2022-01-21
apple,78,10.5,2023-07-09
mango,71,250.99,2023-07-22
bread,4,15.4,2021-03-20
cigarettes,73,123.0,2022-02-23
cherry,50,25.6,2021-03-13
pear,77,15.7,2021-11-08
cherry,31,25.6,2023-02-21
pear,64,15.7,2021-06-08
apple,99,10.5,2022-06-26
apple,2,10.5,2021-05-11
mango,18,250.99,2021-01-11
mango,62,250.99,2023-02-24
apple,13,10.5,2022-02-18
apple,76,10.5,2021-05-19
cigarettes,63,123.0,2021-10-23
bread,98,15.4,2022-04-29
cigarettes,99,123.0,2022-01-22
cherry,25,25.6,2023-05-08
pear,6,15.7,2023-01-08
apple,57,10.5,2021-09-17
pear,68,15.7,2022-05-17
cigarettes,62,123.0,2021-07-20
bread,47,15.4,2023-07-21
cigarettes,59,123.0,2021-05-20
apple,78,10.5,2021-10-13
mango,82,250.99,2022-08-02
cherry,34,25.6,2022-03-20
cherry,84,25.6,2021-10-22
cherry,12,25.6,2023-02-03
cherry,80,25.6,2021-02-17
apple,78,10.5,2022-06-29
apple,93,10.5,2022-09-06
bread,7,15.4,2023-06-09
cigarettes,17,123.0,2021-10-17
cherry,96,25.6,2023-05-12
bread,38,15.4,2022-02-23
mango,3,250.99,2021-06-01
cherry,71,25.6,2021-03-24
pear,90,15.7,2023-05-16
apple,21,10.5,2022-02-05
bread,48,15.4,2021-04-07
cigarettes,31,123.0,2021-01-28
cherry,43,25.6,2021-08-16
bread,85,15.4,2023-08-20
pear,9,15.7,2021-06-06
apple,60,10.5,2021-07-19
bread,75,15.4,2023-11-08
pear,51,15.7,2023-03-27
cigarettes,43,123.0,2023-11-25
cigarettes,43,123.0,2023-06-25
bread,44,15.4,2021-02-18
cigarettes,88,123.0,2022-11-01
cigarettes,90,123.0,2021-02-03
pear,95,15.7,2021-01-05
cherry,54,25.6,2021-07-06
cherry,9,25.6,2021-04-14
apple,45,10.5,2022-01-11
cherry,39,25.6,2023-02-04
apple,53,10.5,2022-09-23
cigarettes,14,123.0,2023-05-06
mango,51,250.99,2022-04-02
cherry,18,25.6,2023-09-21
pear,3,15.7,2023-07-24
bread,50,15.4,2022-06-16
cherry,79,25.6,2023-03-29
apple,91,10.5,2021-02-26
cigarettes,59,123.0,2023-02-06
mango,57,250.99,2023-09-13
bread,43,15.4,2022-04-23
apple,68,10.5,2023-07-02
apple,84,10.5,2023-01-24
mango,3,250.99,2021-10-29
cherry,84,25.6,2023-11-17
pear,57,15.7,2021-09-11
cigarettes,51,123.0,2021-10-14
cigarettes,68,123.0,2023-09-13
cherry,60,25.6,2023-05-24
cherry,47,25.6,2021-05-25
apple,81,10.5,2022-01-10
bread,72,15.4,2021-05-06
cherry,33,25.6,2023-11-06
pear,60,15.7,2023-01-09
apple,35,10.5,2022-02-01
cherry,79,25.6,2023-02-09
pear,22,15.7,2023-10-20
mango,27,250.99,2023-03-10
cherry,19,25.6,2021-07-22
mango,90,250.99,2021-04-21
apple,31,10.5,2023-06-17
bread,53,15.4,2023-03-30
cherry,45,25.6,2023-07-14
pear,75,15.7,2021-04-28
bread,57,15.4,2022-09-28
bread,13,15.4,2023-07-01
apple,49,10.5,2022-08-08
cherry,39,25.6,2022-01-17
cherry,92,25.6,2023-06-21
apple,71,10.5,2022-03-09
cigarettes,86,123.0,2023-07-18
mango,51,250.99,2022-04-10
bread,46,15.4,2021-03-27
apple,21,10.5,2023-10-13
cherry,9,25.6,2022-05-22
cigarettes,2,123.0,2021-04-29
pear,12,15.7,2021-04-01
mango,88,250.99,2022-01-13
cigarettes,40,123.0,2022-03-21
apple,78,10.5,2022-08-20
apple,98,10.5,2022-05-02
pear,60,15.7,2022-02-24
bread,39,15.4,2021-05-01
pear,20,15.7,2021-07-27
cigarettes,73,123.0,2022-02-21
cherry,47,25.6,2023-04-30
pear,44,15.7,2022-11-27
mango,63,250.99,2023-01-10
pear,50,15.7,2023-05-01
pear,40,15.7,2023-03-19
cigarettes,3,123.0,2021-09-30
cigarettes,54,123.0,2023-01-05
apple,70,10.5,2023-02-24
cherry,75,25.6,2023-11-06
mango,27,250.99,2021-10-20
bread,64,15.4,2023-07-22
bread,7,15.4,2023-10-08
mango,25,250.99,2022-05-17
cherry,44,25.6,2023-01-13
cherry,85,25.6,2023-11-23
apple,79,10.5,2022-04-27
apple,74,10.5,2023-09-16
pear,39,15.7,2021-10-24
cherry,54,25.6,2022-07-20
cigarettes,62,123.0,2022-11-25
apple,35,10.5,2022-08-21
cherry,12,25.6,2023-05-08
pear,71,15.7,2021-08-26
bread,48,15.4,2021-11-06
pear,12,15.7,2022-11-15
bread,44,15.4,2021-02-19
cherry,53,25.6,2022-11-24
bread,53,15.4,2021-03-09
bread,69,15.4,2021-07-24
pear,35,15.7,2022-01-12
mango,56,250.99,2021-05-14
cherry,61,25.6,2021-06-02
cigarettes,37,123.0,2022-08-08
pear,91,15.7,2022-09-17
apple,99,10.5,2023-06-16
apple,52,10.5,2021-03-28
pear,19,15.7,2023-01-11
mango,23,250.99,2022-11-22
bread,75,15.4,2022-06-07
cigarettes,48,123.0,2023-10-19
cherry,45,25.6,2021-11-19
mango,5,250.99,2023-08-06
apple,10,10.5,2023-09-13
bread,38,15.4,2021-11-29
cherry,49,25.6,2022-06-26
bread,60,15.4,2022-08-14
mango,63,250.99,2023-08-05
pear,87,15.7,2023-02-02
mango,20,250.99,2021-02-12
cherry,74,25.6,2021-08-27
mango,74,250.99,2023-07-03
cherry,32,25.6,2021-10-30
cigarettes,64,123.0,2023-11-26
apple,48,10.5,2023-03-30
apple,85,10.5,2022-01-26
cigarettes,10,123.0,2021-03-05
cigarettes,16,123.0,2021-06-08
mango,29,250.99,2021-07-23
cherry,83,25.6,2022-11-19
apple,70,10.5,2022-05-24
cherry,82,25.6,2021-09-15
bread,58,15.4,2022-07-24
mango,90,250.99,2021-09-08
cherry,96,25.6,2021-07-30
bread,24,15.4,2021-05-21
cherry,70,25.6,2023-08-28
bread,37,15.4,2023-11-22
bread,89,15.4,2023-02-03
cherry,71,25.6,2021-10-04
apple,71,10.5,2023-06-22
cherry,74,25.6,2023-05-04
cigarettes,21,123.0,2021-10-01
bread,4,15.4,2022-11-22
cherry,43,25.6,2021-11-10
apple,96,10.5,2023-06-03
cigarettes,21,123.0,2021-01-27
cigarettes,56,123.0,2022-02-12
pear,84,15.7,2021-11-20
mango,17,250.99,2021-01-05
bread,5,15.4,2022-06-25
cigarettes,99,123.0,2021-04-02
bread,87,15.4,2023-08-02
pear,4,15.7,2022-06-30
apple,7,10.5,2021-10-02
mango,36,250.99,2021-10-03
mango,89,250.99,2021-01-15
apple,21,10.5,2023-03-14
apple,25,10.5,2022-06-13
pear,3,15.7,2023-08-17
apple,74,10.5,2023-09-05
cherry,5,25.6,2022-05-25
mango,66,250.99,2021-06-11
bread,11,15.4,2023-05-27
cigarettes,1,123.0,2021-03-28
cigarettes,11,123.0,2023-02-09
cigarettes,65,123.0,2022-02-22
cigarettes,11,123.0,2022-04-25
bread,59,15.4,2023-09-12
cigarettes,1,123.0,2022-02-02
bread,19,15.4,2023-05-28
apple,14,10.5,2022-06-21
cherry,72,25.6,2021-03-10
cherry,30,25.6,2022-07-10
bread,74,15.4,2021-07-20
cigarettes,86,123.0,2022-09-08
bread,73,15.4,2022-08-04
cigarettes,30,123.0,2022-04-27
cigarettes,36,123.0,2021-04-11
bread,81,15.4,2021-07-10
cherry,29,25.6,2022-08-03
bread,33,15.4,2023-07-30
pear,32,15.7,2023-02-19
mango,41,250.99,2023-08-29
bread,51,15.4,2021-10-07
bread,29,15.4,2022-01-02
cigarettes,30,123.0,2023-09-25
cigarettes,71,123.0,2022-11-30
mango,7,250.99,2023-08-14
cherry,10,25.6,2023-10-19
cherry,26,25.6,2021-09-24
cherry,93,25.6,2022-09-26
bread,84,15.4,2023-05-19
bread,32,15.4,2023-08-24
pear,71,15.7,2022-05-27
mango,87,250.99,2021-05-22
cherry,53,25.6,2022-01-13
pear,86,15.7,2023-04-17
pear,1,15.7,2023-09-10
cigarettes,64,123.0,2022-11-20
bread,13,15.4,2022-05-11
apple,61,10.5,2022-11-30
bread,65,15.4,2023-07-18
cherry,47,25.6,2021-07-24
apple,47,10.5,2021-10-04
mango,84,250.99,2021-06-10
mango,81,250.99,2022-11-27
cigarettes,35,123.0,2021-02-16
mango,13,250.99,2023-07-15
pear,13,15.7,2022-01-27
apple,91,10.5,2021-11-02
bread,54,15.4,2022-10-27
pear,47,15.7,2023-11-15
cherry,17,25.6,2021-05-08
mango,75,250.99,2022-10-26
pear,50,15.7,2023-07-01
cigarettes,72,123.0,2021-08-07
pear,49,15.7,2021-02-05
pear,56,15.7,2021-03-10
cigarettes,69,123.0,2021-10-11
cigarettes,70,123.0,2023-11-22
cigarettes,87,123.0,2022-06-02
bread,36,15.4,2021-11-05
bread,43,15.4,2023-01-20
cigarettes,79,123.0,2023-08-30
bread,51,15.4,2022-10-27
cigarettes,80,123.0,2021-05-11
cigarettes,67,123.0,2023-08-18
cigarettes,98,123.0,2023-06-05
cherry,49,25.6,2022-07-11
apple,22,10.5,2021-08-01
mango,67,250.99,2022-03-17
bread,54,15.4,2023-08-15
apple,88,10.5,2023-08-02
cherry,83,25.6,2021-07-02
bread,6,15.4,2021-10-26
pear,68,15.7,2022-01-29
cherry,7,25.6,2023-11-09
apple,7,10.5,2022-07-11
pear,93,15.7,2023-10-22
pear,29,15.7,2022-10-14
pear,61,15.7,2021-06-15
cigarettes,40,123.0,2022-04-17
pear,39,15.7,2021-09-28
cherry,16,25.6,2021-07-09
bread,86,15.4,2021-03-10
apple,87,10.5,2021-02-24
apple,91,10.5,2023-05-12
apple,43,10.5,2023-10-08
mango,51,250.99,2022-10-06
mango,44,250.99,2023-07-11
apple,51,10.5,2022-03-15
cigarettes,97,123.0,2023-01-14
cherry,69,25.6,2021-07-21
pear,12,15.7,2022-06-11
bread,66,15.4,2021-10-03
mango,76,250.99,2023-03-06
mango,79,250.99,2022-03-02
cigarettes,79,123.0,2022-11-23
mango,17,250.99,2023-01-18
bread,34,15.4,2022-08-03
apple,34,10.5,2022-03-17
pear,80,15.7,2023-08-07
bread,22,15.4,2021-03-06
bread,42,15.4,2023-03-07
pear,31,15.7,2023-09-03
pear,53,15.7,2022-10-08
apple,89,10.5,2021-08-02
pear,57,15.7,2023-04-03
cigarettes,73,123.0,2023-04-05
bread,46,15.4,2023-05-26
pear,19,15.7,2021-11-21
pear,21,15.7,2021-08-28
mango,23,250.99,2021-04-14
mango,80,250.99,2021-08-05
cigarettes,6,123.0,2021-08-03
pear,46,15.7,2021-01-28
mango,16,250.99,2022-11-08
cherry,27,25.6,2023-10-07
mango,26,250.99,2022-01-12
cigarettes,94,123.0,2023-06-14
pear,76,15.7,2022-02-27
apple,87,10.5,2023-04-24
cherry,28,25.6,2022-10-02
mango,88,250.99,2023-01-16
mango,73,250.99,2021-09-11
cherry,53,25.6,2021-02-19
apple,23,10.5,2022-05-09
bread,80,15.4,2022-08-01
pear,67,15.7,2021-01-25
cigarettes,2,123.0,2022-04-06
cherry,43,25.6,2022-07-08
cherry,79,25.6,2022-08-06
bread,46,15.4,2021-01-28
bread,13,15.4,2023-08-10
apple,38,10.5,2021-11-08
mango,79,250.99,2021-03-03
apple,87,10.5,2023-08-12
cigarettes,82,123.0,2022-07-09
apple,39,10.5,2023-09-27
apple,87,10.5,2022-09-18
cigarettes,71,123.0,2023-04-04
bread,18,15.4,2021-06-22
mango,67,250.99,2021-07-21
apple,93,10.5,2022-05-19
apple,51,10.5,2022-05-18
mango,71,250.99,2022-06-27
pear,23,15.7,2021-02-19
pear,21,15.7,2022-02-26
cherry,99,25.6,2021-09-30
pear,30,15.7,2021-09-14
mango,12,250.99,2021-03-11
cigarettes,90,123.0,2023-05-01
apple,21,10.5,2022-09-10
pear,21,15.7,2022-02-03
pear,3,15.7,2023-08-15
mango,22,250.99,2023-04-30
cherry,25,25.6,2022-04-01
pear,68,15.7,2022-08-26
pear,75,15.7,2023-02-10
apple,24,10.5,2021-02-16
mango,44,250.99,2021-01-09
cigarettes,1,123.0,2021-01-07
pear,47,15.7,2023-05-29
apple,60,10.5,2021-07-15
mango,82,250.99,2022-02-04
cigarettes,72,123.0,2021-01-03
cherry,85,25.6,2022-09-06
pear,60,15.7,2021-07-07
bread,47,15.4,2023-08-01
pear,75,15.7,2021-11-14
bread,82,15.4,2021-04-25
cigarettes,85,123.0,2022-03-03
pear,95,15.7,2022-07-04
cigarettes,8,123.0,2023-11-23
pear,90,15.7,2021-02-10
mango,78,250.99,2021-07-06
cigarettes,26,123.0,2022-07-05
mango,82,250.99,2022-04-04
mango,93,250.99,2022-06-16
cherry,48,25.6,2021-06-23
cigarettes,62,123.0,2023-06-23
bread,69,15.4,2022-11-06
apple,74,10.5,2023-07-06
mango,57,250.99,2021-01-20
pear,17,15.7,2022-02-23
apple,83,10.5,2023-09-08
mango,93,250.99,2023-04-25
pear,65,15.7,2021-11-30
pear,11,15.7,2022-08-11
cigarettes,37,123.0,2021-09-08
cherry,75,25.6,2022-04-13
bread,7,15.4,2021-09-18
bread,73,15.4,2022-04-07
mango,19,250.99,2022-10-02
bread,1,15.4,2023-09-12
apple,27,10.5,2023-09-27
bread,72,15.4,2022-03-02
pear,14,15.7,2021-01-03
cigarettes,13,123.0,2023-11-05
bread,34,15.4,2022-08-15
apple,64,10.5,2023-10-30
bread,80,15.4,2022-05-24
apple,91,10.5,2021-10-13
mango,99,250.99,2022-05-03
pear,97,15.7,2022-01-26
cigarettes,75,123.0,2022-05-18
bread,44,15.4,2021-10-12
cigarettes,61,123.0,2021-01-10
bread,98,15.4,2022-04-14
pear,77,15.7,2022-11-22
apple,93,10.5,2021-11-26
cherry,5,25.6,2021-04-12
bread,37,15.4,2022-05-29
pear,48,15.7,2022-05-02
bread,68,15.4,2022-01-29
mango,5,250.99,2022-07-06
apple,77,10.5,2021-04-05
cherry,67,25.6,2023-05-13
apple,76,10.5,2023-10-12
pear,32,15.7,2021-09-29
apple,58,10.5,2023-05-18
cherry,87,25.6,2021-05-15
mango,71,250.99,2023-02-16
pear,96,15.7,2021-02-19
apple,74,10.5,2021-10-22
mango,5,250.99,2023-09-26
bread,59,15.4,2023-07-12
cherry,41,25.6,2021-06-30
cigarettes,1,123.0,2021-11-23
cherry,74,25.6,2022-05-08
cherry,34,25.6,2021-04-30
pear,16,15.7,2021-11-26
cigarettes,86,123.0,2022-05-20
mango,77,250.99,2022-05-14
bread,58,15.4,2021-10-17
cherry,15,25.6,2022-09-03
mango,25,250.99,2021-09-18
apple,72,10.5,2022-04-26
mango,53,250.99,2023-05-10
mango,59,250.99,2023-01-23
pear,63,15.7,2022-03-12
bread,34,15.4,2023-07-21
cherry,36,25.6,2021-05-15
bread,22,15.4,2022-07-04
bread,69,15.4,2022-07-18
apple,6,10.5,2022-08-10
bread,2,15.4,2021-08-22
cigarettes,76,123.0,2021-03-21
pear,66,15.7,2022-11-04
cigarettes,36,123.0,2021-05-19
cherry,99,25.6,2021-06-09
apple,53,10.5,2023-10-21
cherry,66,25.6,2022-10-06
cigarettes,2,123.0,2023-01-09
pear,14,15.7,2021-05-06
bread,77,15.4,2022-09-07
pear,36,15.7,2022-09-04
apple,58,10.5,2023-03-09
pear,76,15.7,2021-08-01
pear,32,15.7,2022-02-11
pear,25,15.7,2022-10-10
pear,38,15.7,2022-01-27
mango,10,250.99,2022-03-09
cherry,37,25.6,2022-04-19
mango,12,250.99,2022-07-05
mango,47,250.99,2023-05-05
apple,18,10.5,2023-03-27
pear,69,15.7,2021-07-11
cigarettes,82,123.0,2023-11-01
mango,69,250.99,2023-06-08
cherry,88,25.6,2021-10-30
cherry,38,25.6,2022-08-11
pear,27,15.7,2022-02-04
pear,59,15.7,2022-10-16
bread,78,15.4,2022-06-20
cigarettes,44,123.0,2022-07-25
apple,11,10.5,2021-11-21
bread,14,15.4,2023-05-14
pear,74,15.7,2021-05-21
